series_id,provider,identifier,field,vendor_description,history_start,confirmed_on,notes
CBI_INDUSTRIAL_TRENDS_TOTAL_ORDERS_CURRENT,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority B3. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI industrial trends total orders""' on an entitled Terminal. Confirm the candidate belongs to the industrial_trends survey and to the 'current' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong."
CBI_INDUSTRIAL_TRENDS_TOTAL_ORDERS_CURRENT,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority B3. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI industrial trends total orders""' on an entitled Workspace. Confirm the candidate belongs to the industrial_trends survey and to the 'current' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong."
CBI_INDUSTRIAL_TRENDS_EXPORT_ORDERS_CURRENT,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority B3. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI industrial trends export orders""' on an entitled Terminal. Confirm the candidate belongs to the industrial_trends survey and to the 'current' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong."
CBI_INDUSTRIAL_TRENDS_EXPORT_ORDERS_CURRENT,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority B3. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI industrial trends export orders""' on an entitled Workspace. Confirm the candidate belongs to the industrial_trends survey and to the 'current' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong."
CBI_INDUSTRIAL_TRENDS_OUTPUT_CURRENT,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority B3. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI industrial trends output""' on an entitled Terminal. Confirm the candidate belongs to the industrial_trends survey and to the 'current' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong."
CBI_INDUSTRIAL_TRENDS_OUTPUT_CURRENT,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority B3. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI industrial trends output""' on an entitled Workspace. Confirm the candidate belongs to the industrial_trends survey and to the 'current' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong."
CBI_INDUSTRIAL_TRENDS_OUTPUT_EXPECTED,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority B3. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI industrial trends output""' on an entitled Terminal. Confirm the candidate belongs to the industrial_trends survey and to the 'expected' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong."
CBI_INDUSTRIAL_TRENDS_OUTPUT_EXPECTED,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority B3. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI industrial trends output""' on an entitled Workspace. Confirm the candidate belongs to the industrial_trends survey and to the 'expected' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_PRICES_CHARGED_CURRENT,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C1. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI service sector survey prices charged""' on an entitled Terminal. Confirm the candidate belongs to the service_sector survey and to the 'current' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_PRICES_CHARGED_CURRENT,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C1. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI service sector survey prices charged""' on an entitled Workspace. Confirm the candidate belongs to the service_sector survey and to the 'current' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_PRICES_CHARGED_EXPECTED,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C1. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI service sector survey prices charged""' on an entitled Terminal. Confirm the candidate belongs to the service_sector survey and to the 'expected' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_PRICES_CHARGED_EXPECTED,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C1. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI service sector survey prices charged""' on an entitled Workspace. Confirm the candidate belongs to the service_sector survey and to the 'expected' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_AVERAGE_COSTS_CURRENT,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C2. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI service sector survey average costs""' on an entitled Terminal. Confirm the candidate belongs to the service_sector survey and to the 'current' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_AVERAGE_COSTS_CURRENT,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C2. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI service sector survey average costs""' on an entitled Workspace. Confirm the candidate belongs to the service_sector survey and to the 'current' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_AVERAGE_COSTS_EXPECTED,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C2. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI service sector survey average costs""' on an entitled Terminal. Confirm the candidate belongs to the service_sector survey and to the 'expected' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_AVERAGE_COSTS_EXPECTED,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C2. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI service sector survey average costs""' on an entitled Workspace. Confirm the candidate belongs to the service_sector survey and to the 'expected' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_BUSINESS_SITUATION_CURRENT,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C3. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI service sector survey business situation""' on an entitled Terminal. Confirm the candidate belongs to the service_sector survey and to the 'current' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_BUSINESS_SITUATION_CURRENT,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C3. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI service sector survey business situation""' on an entitled Workspace. Confirm the candidate belongs to the service_sector survey and to the 'current' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_EMPLOYMENT_EXPECTED,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C3. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI service sector survey employment""' on an entitled Terminal. Confirm the candidate belongs to the service_sector survey and to the 'expected' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_BUSINESS_PROFESSIONAL_EMPLOYMENT_EXPECTED,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C3. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI service sector survey employment""' on an entitled Workspace. Confirm the candidate belongs to the service_sector survey and to the 'expected' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_CONSUMER_PRICES_CHARGED_CURRENT,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C1. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI service sector survey prices charged""' on an entitled Terminal. Confirm the candidate belongs to the service_sector survey and to the 'current' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_CONSUMER_PRICES_CHARGED_CURRENT,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C1. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI service sector survey prices charged""' on an entitled Workspace. Confirm the candidate belongs to the service_sector survey and to the 'current' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_CONSUMER_PRICES_CHARGED_EXPECTED,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C1. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI service sector survey prices charged""' on an entitled Terminal. Confirm the candidate belongs to the service_sector survey and to the 'expected' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_CONSUMER_PRICES_CHARGED_EXPECTED,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C1. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI service sector survey prices charged""' on an entitled Workspace. Confirm the candidate belongs to the service_sector survey and to the 'expected' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_CONSUMER_AVERAGE_COSTS_CURRENT,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C2. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI service sector survey average costs""' on an entitled Terminal. Confirm the candidate belongs to the service_sector survey and to the 'current' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_CONSUMER_AVERAGE_COSTS_CURRENT,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C2. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI service sector survey average costs""' on an entitled Workspace. Confirm the candidate belongs to the service_sector survey and to the 'current' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_CONSUMER_AVERAGE_COSTS_EXPECTED,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C2. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI service sector survey average costs""' on an entitled Terminal. Confirm the candidate belongs to the service_sector survey and to the 'expected' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_CONSUMER_AVERAGE_COSTS_EXPECTED,lseg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C2. Discover with 'python -m scripts.discover_series --provider lseg --query ""CBI service sector survey average costs""' on an entitled Workspace. Confirm the candidate belongs to the service_sector survey and to the 'expected' horizon before recording the RIC: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
CBI_SERVICE_SECTOR_CONSUMER_BUSINESS_SITUATION_CURRENT,bloomberg,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,PENDING_VENDOR_DISCOVERY,,"Priority C3. Discover with 'python -m scripts.discover_series --provider bloomberg --query ""CBI service sector survey business situation""' on an entitled Terminal. Confirm the candidate belongs to the service_sector survey and to the 'current' horizon before recording the ticker: a selling-price balance from the wrong survey or the wrong horizon looks plausible and is wrong. This survey is quarterly and its vendor history is the least certain of the three; leave pending rather than stitching a discontinuous history."
